Order,Family,Species Name,1980 GAA2 Red List Category,2004 GAA2 Red List Category,1980-2004 Genuine Change?,1980-2004 Primary Driver,Grouped 1980-2004 Primary Driver,1980-2004 Genuine downlisting due to conservation,2022 GAA2 Red List Category,2022 Red List Criteria,2004-2022 Genuine Change?, 2004-2022 Primary Driver,Grouped 2004-2022 Primary Driver,2004-2022 Genuine downlisting due to conservation,Afrotropical,Australasian/Oceanian,Indomalayan,Nearctic,Neotropical,Palearctic,Egg Laying,Free Living Larval Stage,Live Birth ,Water Breeding
ANURA,CRAUGASTORIDAE,Pristimantis luscombei,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis luteolateralis,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis lutitus,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis lutzae,VU,VU,No,,,,VU,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis lymani,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis lynchi,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis lythrodes,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis maculosus,VU,VU,No,,,,VU,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis malkini,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis mallii,CR,CR,No,,,,CR,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis marahuaka,LC,LC,No,,,,NT,B1ab(iii)+2ab(iii),Genuine - uplisted,Climate change effects,Climate change effects,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis marcoreyesi,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis mariaelenae,DD,DD,No,,,,DD,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis marmoratus,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis mars,CR,CR,No,,,,CR,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis martiae,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis matidiktyo,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis mazar,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis medemi,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis megalops,NT,NT,No,,,,NT,B1b(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis melanogaster,NT,NT,No,,,,NT,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis melanoproctus,DD,DD,No,,,,DD,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis memorans,DD,DD,No,,,,DD,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis mendax,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis meridionalis,DD,DD,No,,,,DD,,No,,,,,,,,1,,Unknown,Unknown,Unknown,Unknown
ANURA,CRAUGASTORIDAE,Pristimantis merostictus,VU,VU,No,,,,VU,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis metabates,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis miktos,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis mindo,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis minimus,LC,NT,Genuine - uplisted,Mining/Energy production,Reduced-habitat,,EN,"A3c; B1ab(iii,v)",Genuine - uplisted,Mining/Energy production,Reduced-habitat,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis minutulus,DD,DD,No,,,,DD,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis miyatai,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis mnionaetes,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis moa,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis modipeplus,VU,VU,No,,,,VU,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis molybrignus,VU,CR(PE),Genuine - uplisted,Disease,Disease,,CR(PE),C2a(i),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis mondolfii,DD,DD,No,,,,DD,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis moro,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis muchimuk,LC,LC,No,,,,VU,D2,Genuine - uplisted,Climate change effects,Climate change effects,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis multicolor,LC,LC,No,,,,VU,D2,Genuine - uplisted,Climate change effects,Climate change effects,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis munozi,DD,DD,No,,,,DD,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis muranunka,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis muricatus,VU,VU,No,,,,VU,"A4c; B1ab(iii,iv)",No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis muscosus,NT,NT,No,,,,NT,B1ab(ii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis museosus,NT,NT,No,,,,VU,A2ace,Genuine - uplisted,Disease,Disease,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis mutabilis,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis myersi,VU,VU,No,,,,VU,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis myops,EN,EN,No,,,,EN,"B1ab(iii,v)",No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis nangaritza,LC,VU,Genuine - uplisted,Mining/Energy production,Reduced-habitat,,CR,"B2ab(i,iii,iv)",Genuine - uplisted,Mining/Energy production,Reduced-habitat,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis nebulosus,DD,DD,No,,,,DD,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis nephophilus,NT,NT,No,,,,NT,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis nervicus,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis nicefori,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis nietoi,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis nigrogriseus,VU,VU,No,,,,VU,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis nimbus,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis nubisilva,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis nyctophylax,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis obmutescens,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis ocellatus,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis ockendeni,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis ocreatus,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis olivaceus,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis omeviridis,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis onorei,DD,DD,No,,,,DD,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis orcesi,LC,LC,No,,,,VU,B1ab(iii),Genuine - uplisted,Agriculture and aquaculture,Reduced-habitat,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis orcus,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis orestes,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis ornatissimus,VU,VU,No,,,,EN,A3c,Genuine - uplisted,Agriculture and aquaculture,Reduced-habitat,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis ornatus,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis orpacobates,NT,NT,No,,,,NT,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis orphnolaimus,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis ortizi,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis padiali,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis padrecarlosi,DD,DD,No,,,,DD,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis pahuma,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis paisa,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis palmeri,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis paquishae,LC,VU,Genuine - uplisted,Mining/Energy production,Reduced-habitat,,CR,B1ab(iii),Genuine - uplisted,Mining/Energy production,Reduced-habitat,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis paramerus,EN,EN,No,,,,EN,"B1ab(iii,v)",No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis pardalinus,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis pardalis,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis parectatus,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis pariagnomus,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis parvillus,LC,NT,Genuine - uplisted,Agriculture and aquaculture,Reduced-habitat,,VU,A4c,Genuine - uplisted,Agriculture and aquaculture,Reduced-habitat,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis pastazensis,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis pataikos,DD,DD,No,,,,DD,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis paulodutrai,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis paululus,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis pecki,DD,DD,No,,,,DD,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis pedimontanus,VU,VU,No,,,,VU,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis penelopus,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis peraticus,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis percnopterus,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis percultus,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis permixtus,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis peruvianus,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis petersi,NT,NT,No,,,,NT,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis petrobardus,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis phalaroinguinis,DD,DD,No,,,,DD,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis phalarus,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis pharangobates,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis philipi,NT,NT,No,,,,NT,B1b(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis phoxocephalus,CR,CR,No,,,,CR,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis phragmipleuron,CR,CR(PE),Genuine - uplisted,Infrastructure development,Reduced-habitat,,CR(PE),D,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis piceus,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis pichincha,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis pictus,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis pinchaque,VU,VU,No,,,,VU,D2,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis pinguis,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis pirrensis,NT,NT,No,,,,NT,D2,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis platychilus,VU,VU,No,,,,VU,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis platydactylus,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis pleurostriatus,DD,DD,No,,,,DD,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis pluvialis,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis pluvian,LC,LC,No,,,,NT,A3c,Genuine - uplisted,Agriculture and aquaculture,Reduced-habitat,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis polemistes,CR,CR,No,,,,CR,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis polychrus,VU,VU,No,,,,VU,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis prolatus,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis proserpens,VU,VU,No,,,,VU,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis pruinatus,LC,LC,No,,,,VU,D2,Genuine - uplisted,Climate change effects,Climate change effects,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis pseudoacuminatus,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis pteridophilus,VU,VU,No,,,,VU,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis ptochus,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis pugnax,NT,CR,Genuine - uplisted,Disease,Disease,,CR,C2a(i),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis puipui,DD,DD,No,,,,DD,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis pulchridormientes,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis pulvinatus,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis punzan,CR,CR,No,,,,CR,B1ab(iii)+2ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis puruscafeum,VU,VU,No,,,,VU,D2,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis pycnodermis,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis pyrrhomerus,CR,CR,No,,,,CR,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis quantus,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis quaquaversus,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis quicato,NT,NT,No,,,,NT,B1b(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis quinquagesimus,VU,VU,No,,,,VU,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis racemus,VU,VU,No,,,,VU,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis ramagii,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis reclusus,CR,CR,No,,,,CR,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis reichlei,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis renjiforum,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis repens,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis restrepoi,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis reticulatus,DD,DD,No,,,,DD,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis rhabdocnemus,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis rhabdolaemus,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis rhigophilus,LC,LC,No,,,,VU,D2,Genuine - uplisted,Climate change effects,Climate change effects,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis rhodoplichus,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis rhodostichus,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis ridens,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis rivasi,VU,VU,No,,,,VU,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis riveroi,DD,DD,No,,,,DD,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis riveti,CR,CR,No,,,,CR,B1ab(iii)+2ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis romanorum,VU,VU,No,,,,VU,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis roni,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis rosadoi,VU,VU,No,,,,VU,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis roseus,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis royi,DD,DD,No,,,,DD,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis rozei,DD,DD,No,,,,DD,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis rubicundus,NT,NT,No,,,,NT,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis ruedai,VU,VU,No,,,,VU,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis rufioculis,VU,VU,No,,,,VU,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis rufoviridis,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis ruidus,CR(PE),CR(PE),No,,,,CR(PE),D,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis ruthveni,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis sacharuna,VU,VU,No,,,,VU,D2,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis sagittulus,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis salaputium,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis saltissimus,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis samaipatae,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis sambalan,CR,CR,No,,,,CR,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis sanctaemartae,NT,NT,No,,,,NT,B1b(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis sanguineus,NT,NT,No,,,,NT,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis sarisarinama,LC,LC,No,,,,NT,B1ab(iii),Genuine - uplisted,Climate change effects,Climate change effects,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis satagius,NT,NT,No,,,,EN,B1ab(iii),Genuine - uplisted,Mining/Energy production,Reduced-habitat,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis saturninoi,CR,CR,No,,,,CR,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis savagei,NT,NT,No,,,,NT,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis schultei,VU,VU,No,,,,VU,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis scitulus,DD,DD,No,,,,DD,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis scoloblepharus,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis scolodiscus,VU,VU,No,,,,VU,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis scopaeus,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis seorsus,DD,DD,No,,,,DD,,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis serendipitus,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis shrevei,EN,EN,No,,,,EN,"B1ab(iii,v)",No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis signifer,EN,CR,Genuine - uplisted,Disease,Disease,,CR,D,No,,,,,,,,1,,Yes,No,No,No
ANURA,CRAUGASTORIDAE,Pristimantis silverstonei,VU,EN,Genuine - uplisted,Disease,Disease,,VU,B1ab(iii),Genuine - downlisted,Disease,Disease,,,,,,1,,Yes,No,No,No
